ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
103893,True,1,High School,2008,False
103894,True,1,Associate Degree,2004,False
103895,True,3,High School,2006,False
103896,True,5,Associate Degree,2001,False
103897,False,0,High School,2005,False
103898,True,3,Associate Degree,2001,False
103899,True,6,Bachelor,2003,False
103900,True,1,High School,2007,False
103901,True,5,High School,2000,False
103902,True,8,Bachelor,1997,False
103903,True,1,High School,2003,False
103904,True,2,Bachelor,2004,False
103905,True,3,Associate Degree,2000,False
103906,False,0,High School,2004,False
103907,True,3,Master,2004,True
103908,True,3,Bachelor,2002,False
103909,False,0,Associate Degree,1997,False
103910,False,0,High School,1998,False
103911,True,3,Bachelor,1999,True
103912,True,3,Bachelor,2002,False
103913,True,4,Bachelor,2004,False
103914,True,5,Associate Degree,1999,False
103915,True,2,High School,2006,False
103916,True,1,High School,2008,False
103917,False,0,High School,2006,False
103918,True,4,Bachelor,1999,False
103919,False,0,High School,2005,False
103920,False,0,Associate Degree,2003,False
103921,False,0,Bachelor,2003,False
103922,True,4,High School,2005,False
103923,True,1,Bachelor,1999,False
103924,False,0,Bachelor,1998,False
103925,True,1,High School,2008,False
103926,True,1,Associate Degree,1999,False
103927,True,3,High School,2001,False
103928,False,0,Bachelor,2002,False
103929,True,3,Associate Degree,2006,False
103930,False,0,High School,1996,False
103931,False,0,Associate Degree,2003,False
103932,True,1,Bachelor,2000,False
103933,True,2,High School,2007,False
103934,True,1,Associate Degree,1998,False
103935,True,1,High School,2008,False
103936,True,1,High School,1995,False
103937,False,0,High School,2004,False
103938,True,1,Bachelor,2004,False
103939,True,4,High School,1995,True
103940,True,4,Associate Degree,1999,False
103941,True,5,High School,1999,False
103942,True,1,Bachelor,2004,True
103943,True,2,High School,1995,False
103944,False,0,Bachelor,2000,False
103945,True,2,Bachelor,2004,False
103946,True,5,Bachelor,2001,True
103947,True,2,High School,2005,False
103948,True,1,Associate Degree,2001,False
103949,True,2,High School,2005,False
103950,False,0,High School,2000,False
103951,False,0,Associate Degree,2002,False
103952,True,1,Associate Degree,2004,False
103953,True,7,Master,2000,False
103954,True,2,High School,2007,False
103955,True,1,Bachelor,2000,False
103956,False,0,High School,2005,False
103957,False,0,Associate Degree,1998,False
103958,True,1,High School,2005,False
103959,True,4,Master,1996,False
103960,False,0,Associate Degree,1999,False
103961,True,2,Associate Degree,1996,False
103962,True,2,Associate Degree,2005,False
103963,False,0,Associate Degree,2000,False
103964,False,0,High School,2008,False
103965,True,3,Associate Degree,2006,False
103966,True,1,Associate Degree,2001,False
103967,True,2,High School,2007,False
103968,False,0,High School,2006,False
103969,True,1,Bachelor,1998,False
103970,True,1,Bachelor,2003,False
103971,False,0,High School,2006,False
103972,True,1,Bachelor,1995,False
103973,True,1,High School,2007,False
103974,True,1,High School,2007,False
103975,False,0,Associate Degree,2005,False
103976,False,0,Master,2004,False
103977,False,0,Associate Degree,2006,False
103978,True,1,High School,2007,False
103979,True,1,High School,2003,False
103980,True,3,High School,2006,True
103981,True,1,Associate Degree,2004,False
103982,False,0,High School,2006,False
103983,False,0,Associate Degree,2004,False
103984,True,7,Associate Degree,1997,False
103985,True,2,Associate Degree,1996,False
103986,True,3,High School,2000,False
103987,False,0,Bachelor,2001,False
103988,False,0,Associate Degree,2002,False
103989,True,2,Bachelor,2004,False
103990,True,2,High School,1997,False
103991,False,0,Bachelor,2002,False
103992,True,1,High School,2005,False
103993,True,1,Bachelor,1999,False
103994,True,2,Bachelor,2003,False
103995,True,4,Associate Degree,2002,False
103996,True,1,High School,2008,False
103997,False,0,Bachelor,1998,False
103998,True,6,Bachelor,1995,False
103999,True,1,High School,1995,False
104000,True,4,Master,2003,False
104001,False,0,High School,1998,False
104002,False,0,Associate Degree,1999,False
104003,True,1,Bachelor,1998,False
104004,False,0,High School,2005,False
104005,True,3,Associate Degree,2003,False
104006,False,0,High School,2007,True
104007,True,3,High School,2002,True
104008,True,1,Master,1998,False
104009,True,2,High School,2005,True
104010,True,1,Associate Degree,1997,False
104011,True,2,High School,1991,False
104012,False,0,Associate Degree,2005,False
104013,True,4,Associate Degree,2005,False
104014,False,0,High School,2003,False
104015,True,3,High School,1997,False
104016,True,1,Bachelor,2001,False
104017,True,1,Associate Degree,2006,False
104018,False,0,Bachelor,2001,False
104019,True,1,Associate Degree,2006,False
104020,False,0,Bachelor,2005,False
104021,True,2,High School,2007,False
104022,False,0,Bachelor,2004,False
104023,False,0,High School,2002,False
104024,True,3,High School,1994,True
104025,True,2,Associate Degree,2004,False
104026,True,8,Associate Degree,1998,False
104027,True,1,Bachelor,2006,False
104028,True,2,Associate Degree,1992,False
104029,True,2,High School,2005,False
104030,False,0,Bachelor,2003,False
104031,False,0,Associate Degree,2002,False
104032,True,2,Associate Degree,2004,False
104033,False,0,PhD,1996,False
104034,True,5,Bachelor,1998,False
104035,True,3,High School,2006,True
104036,True,1,Associate Degree,2006,False
104037,True,3,High School,1988,False
104038,True,3,High School,2006,False
104039,True,1,Bachelor,1999,False
104040,False,0,Bachelor,2004,False
104041,True,5,Bachelor,2000,False
104042,True,1,High School,2002,False
104043,True,7,Bachelor,1999,True
104044,True,2,High School,2000,False
104045,False,0,Associate Degree,2003,False
104046,True,2,High School,2002,False
104047,True,5,High School,1999,False
104048,True,7,Associate Degree,1998,False
104049,False,0,High School,2006,False
104050,False,0,High School,1998,False
104051,True,2,High School,2007,False
104052,False,0,High School,2005,False
104053,True,3,Associate Degree,2004,False
104054,False,0,High School,1999,False
104055,True,2,High School,2006,True
104056,True,1,High School,2004,False
104057,False,0,Associate Degree,2001,False
104058,True,3,Bachelor,1999,False
104059,True,1,High School,2006,False
104060,False,0,High School,2008,False
104061,True,2,Bachelor,2001,False
104062,True,3,Bachelor,1998,False
104063,False,0,High School,2007,False
104064,True,1,Associate Degree,1997,False
104065,False,0,High School,2003,False
104066,True,1,Associate Degree,2006,False
104067,True,1,High School,2002,False
104068,False,0,Bachelor,2001,False
104069,True,3,Associate Degree,2006,False
104070,True,3,High School,1987,True
104071,True,3,High School,2005,False
104072,False,0,Bachelor,2001,False
104073,True,5,High School,1992,False
104074,True,1,High School,2008,False
104075,True,6,Associate Degree,2000,False
104076,True,2,High School,2007,False
104077,False,0,High School,2000,False
104078,False,0,Master,2001,False
104079,True,1,High School,2006,False
104080,False,0,Associate Degree,2000,False
104081,False,0,High School,2007,False
104082,False,0,Associate Degree,2001,False
104083,True,2,High School,2007,False
104084,True,1,Associate Degree,2004,False
104085,False,0,Bachelor,1999,False
104086,True,5,Associate Degree,1991,False
104087,True,3,Associate Degree,2006,False
104088,False,0,High School,2007,False
104089,True,1,High School,2008,False
104090,True,6,High School,2002,False
104091,False,0,High School,2003,False
104092,False,0,Bachelor,1999,False
104093,False,0,Bachelor,1997,False
104094,False,0,High School,1989,False
104095,True,1,Associate Degree,2004,False
104096,False,0,Bachelor,1998,False
104097,True,6,Associate Degree,1992,False
104098,False,0,High School,2008,False
104099,False,0,Bachelor,2004,False
104100,True,5,High School,2004,False
104101,True,5,Associate Degree,2003,False
104102,False,0,High School,2006,False
104103,True,3,High School,2003,False
104104,False,0,Bachelor,1998,False
104105,False,0,High School,2001,False
104106,True,2,High School,1999,False
104107,True,1,Bachelor,1999,False
104108,False,0,High School,2006,False
104109,True,2,Bachelor,1998,True
104110,True,1,High School,2008,False
104111,True,1,High School,2001,False
104112,False,0,High School,2004,False
104113,False,0,Associate Degree,2002,False
104114,True,4,High School,2000,False
104115,True,4,High School,2004,False
104116,False,0,High School,2002,False
104117,True,2,High School,2005,False
104118,True,1,Associate Degree,2005,False
104119,True,3,High School,1990,False
104120,True,1,Bachelor,2000,False
104121,True,6,High School,2003,False
104122,True,5,Associate Degree,1994,False
104123,False,0,Associate Degree,1995,False
104124,False,0,Associate Degree,1998,False
104125,True,4,Associate Degree,2005,False
104126,False,0,High School,2006,False
104127,True,2,Bachelor,2004,True
104128,True,3,Bachelor,1999,True
104129,True,5,High School,2004,False
104130,False,0,High School,2004,False
104131,False,0,High School,2006,False
104132,True,3,Master,1993,False
104133,True,1,Bachelor,1999,False
104134,True,3,Bachelor,2001,True
104135,True,1,Bachelor,2001,False
104136,False,0,Bachelor,2005,False
104137,True,9,Associate Degree,1998,True
104138,True,3,Associate Degree,2000,True
104139,True,1,Associate Degree,1998,False
104140,True,4,High School,2002,False
104141,True,5,High School,2001,False
104142,True,2,Associate Degree,2001,False
104143,True,2,High School,1999,False
104144,True,2,High School,2002,True
104145,True,4,Associate Degree,2005,False
104146,True,1,High School,2007,False
104147,True,8,Bachelor,2001,False
104148,False,0,Associate Degree,2000,False
104149,False,0,High School,2000,False
104150,True,1,Associate Degree,1993,False
104151,True,2,High School,2007,True
104152,False,0,Bachelor,2004,False
104153,True,1,High School,2008,False
104154,False,0,Bachelor,2002,False
104155,True,4,High School,1988,False
104156,False,0,Bachelor,2002,False
104157,True,3,Bachelor,2001,True
104158,True,8,Bachelor,2001,False
104159,True,1,High School,2006,False
104160,True,4,Associate Degree,1999,False
104161,True,2,Master,2001,True
104162,False,0,Bachelor,2003,False
104163,True,2,High School,2007,False
104164,True,3,Associate Degree,2003,False
104165,True,2,Associate Degree,2001,False
104166,True,1,Associate Degree,1998,False
104167,True,6,Associate Degree,1999,False
104168,False,0,Associate Degree,2006,False
104169,True,5,High School,2004,True
104170,False,0,Bachelor,1997,False
104171,True,1,High School,2006,False
104172,False,0,High School,2006,False
104173,True,6,High School,1998,False
104174,True,3,Associate Degree,1987,False
104175,False,0,PhD,2004,False
104176,False,0,High School,2006,False
104177,False,0,Associate Degree,1998,False
104178,True,3,High School,2003,False
104179,True,2,High School,2007,False
104180,True,1,High School,2000,False
104181,True,3,Bachelor,2005,False
104182,False,0,High School,2007,False
104183,True,6,Associate Degree,2001,False
104184,True,2,High School,2007,False
104185,False,0,Associate Degree,1999,False
104186,True,4,High School,1996,True
104187,True,2,High School,1998,True
104188,True,2,High School,2007,False
104189,True,4,Associate Degree,2005,False
104190,True,1,Bachelor,2000,False
104191,True,1,Associate Degree,2001,False
104192,False,0,Associate Degree,2004,False
104193,False,0,High School,2006,False
104194,True,3,Bachelor,1998,True
104195,False,0,Associate Degree,2002,False
104196,False,0,Bachelor,1994,False
104197,True,3,High School,2006,False
104198,True,5,Associate Degree,1998,False
104199,True,7,Bachelor,2002,False
104200,True,4,High School,1998,False
104201,False,0,High School,2007,False
104202,True,1,High School,2007,False
104203,True,3,Associate Degree,2000,True
104204,True,4,Associate Degree,2005,False
104205,True,1,Associate Degree,2006,False
104206,True,1,High School,2007,False
104207,False,0,Bachelor,1997,False
104208,True,2,Master,1992,False
104209,True,2,High School,2007,False
104210,False,0,Associate Degree,2005,False
104211,False,0,High School,2006,False
104212,True,2,High School,2007,False
104213,False,0,Master,2004,False
104214,False,0,Bachelor,1998,False
104215,True,4,Associate Degree,2003,False
104216,True,4,Bachelor,2000,True
104217,True,3,Bachelor,2001,False
104218,True,1,Associate Degree,2001,False
104219,False,0,High School,2006,False
104220,True,7,Associate Degree,2002,False
104221,True,5,Bachelor,2002,False
104222,True,1,Associate Degree,1995,False
104223,False,0,Associate Degree,2006,False
104224,False,0,Bachelor,1998,False
104225,True,3,Bachelor,2006,False
104226,True,2,High School,2007,False
104227,False,0,High School,2007,False
104228,True,1,High School,2003,False
104229,True,8,Bachelor,2000,False
104230,True,1,Associate Degree,2002,False
104231,False,0,Bachelor,1999,False
104232,False,0,Associate Degree,1998,False
104233,False,0,Bachelor,1999,False
104234,True,1,High School,1998,False
104235,True,5,Bachelor,2002,True
104236,True,2,Associate Degree,1996,False
104237,True,2,High School,2001,False
104238,False,0,Associate Degree,2002,False
104239,True,2,Associate Degree,1996,False
104240,False,0,Bachelor,2003,False
104241,False,0,High School,2004,False
104242,True,1,High School,2008,False
104243,False,0,High School,1999,False
104244,False,0,Associate Degree,2001,False
104245,False,0,Bachelor,1999,False
104246,False,0,Bachelor,2002,False
104247,False,0,Master,1994,False
104248,False,0,Associate Degree,2003,False
104249,True,1,High School,2008,False
104250,True,2,Associate Degree,1996,False
104251,True,1,Associate Degree,2003,False
104252,False,0,High School,2006,False
104253,False,0,Bachelor,1995,False
104254,False,0,High School,2008,False
104255,True,2,High School,1997,True
104256,False,0,Bachelor,1996,False
104257,True,8,Bachelor,1997,True
104258,True,2,High School,2007,False
104259,True,2,Bachelor,1998,False
104260,False,0,High School,2007,False
104261,True,3,High School,2001,False
104262,True,1,Associate Degree,2004,False
104263,False,0,Bachelor,2003,True
104264,True,1,Associate Degree,1994,False
104265,True,4,PhD,2001,True
104266,True,2,Bachelor,1998,False
104267,True,1,Associate Degree,1997,False
104268,False,0,Bachelor,1998,True
104269,True,4,High School,2001,False
